kind,etag,pageInfo/totalResults,pageInfo/resultsPerPage,items/0/kind,items/0/etag,items/0/id,items/0/statistics/viewCount,items/0/statistics/likeCount,items/0/statistics/dislikeCount,items/0/statistics/favoriteCount,items/0/statistics/commentCount
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/0AUMRn3nSDHtBtdynEzxxCTzYz8""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/Mr7-guszdgUc5FajTJ3fPMAfsmU""",F5hi06UlxzU,625,9,0,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/ooPv0PyN-EIP93ASAXdrel9q4mU""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/6WAJ61Qf-wkAuzIpp1qtrvI4_Mg""",0LrF-XbYiP4,278,9,0,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/a0K7CPg6ISwQ_D1JSiP6Eaxf5xE""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/lf6SpVKUgc1f5DwzqFoJQrOtTvg""",MTHvHQaNZeY,25217,47,4,0,12
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/FMdGjX4RgmZszQI3H4HnrkLaCrw""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/egLF6AIyJ1kGMWzbvjelVUvrrGs""",Qgl96whdKug,30413,116,9,0,2
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/bimfaUXM__TdSeUPUqDSfPPoQ7s""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/pZnAFgdkwaiQLArSSlYHQBFbvlo""",pa07xCwi6yA,5726,672,14,0,170
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/ZhT0Zq8tPMkYniPmbWBhxLGeyx4""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/YTBfszwZSxsJzXULDHpU0P_lYH8""",IxrBiq2XNNc,676059,2193,208,0,481
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/FissKrT7DeMS54xKjz9C3Atdz1U""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/_NoBbtlEgEGmFRJQIyZ2IFKHiaE""",cai_fczYq9A,9394,17,3,0,8
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/cIePvl5KGafR7LtZUoCgeX-Mkxg""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/hS0DrBks_yN7dPxESCdWgVeVV1M""",Gxcrt34QPTA,4198,15,1,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/rAcKqXYwqUnLaIojSGGjuQHqDXs""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/eXfO8jNMQjJdpJmf29_N5RD2jUo""",nNWRnqz5vI4,3854,14,10,0,8
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/LYuRPo7mONu44wvZbFAKEBpeP6Y""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/kZ3WrMwbyCEYxdqF9r0iEBAnQRs""",8x4a2ziiF5Y,1010,10,0,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/R9I7yOmtXhz4SUYbbLserGY7qfo""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/5T6ftkw5TraFa1QFfJGHveLMyRs""",m8PyYqAKxys,9176,11,0,0,1
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/ArvFcbD5_qDQ5KbbaXYNVLB5pqY""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/00-qbVI_1IanUqPYMFuNlhbL6Lg""",RAzyjTSD_Ks,3105,35,0,0,3
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/eHa48UndSL5QuR9X2uHVcYYWdog""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/YX5sFxz2_cAnPA_IEC_Jz_AI0bU""",JrpUZcPMMKc,5786,29,1,0,4
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/CfZNlEtXTAvKzxCsaUOXMPO4DC4""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/DH3kW1w01yG39IwggxnVb2glr90""",pHQVe7T8GqQ,5792,14,0,0,3
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/pyY-NeHeKbtL65wfNxcKIceKiMg""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/VExof_MFskvqLCts-QF7aDw08Ow""",ePHCh1euW0o,3038,23,1,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/JBtRzbEJ4RBjhD9jH3cL-L3AdOA""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/P4Q6ZrHPcS5aLGY5wMcDB6d7bbY""",bHfNggoCeXE,8566,30,1,0,2
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/dgVw0VkDgMgFuXID9Uss6CApXd4""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/nR6yJdQoBn_KIEL3j197fdcRM6A""",jJZ0XP9LYGY,1591,8,1,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/GcF9wsuhg4vSwkMjxOQTtmAGn_M""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/WV0nGjl8mQ_8Tg63angQTb7-9a0""",0o0Rop34qLY,10490,38,4,0,9
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/xdYYmjCHHXVpMgCywQs7EUN_n5A""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/tNGYz8sqU8vY7dpCD_5vQy-Hmj8""",wqddPwVsKzw,512199,67,2,0,10
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/XUFdz_qVd8BBAiXbbFd7m9pH4a0""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/lrB7FbGEUW4J0KLxC1fgdUbFlsM""",pg8sBL_JU7I,18573,1057,5,0,151
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/zrQJG0IBDvN9Izm4setkl3PdebM""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/SmFAtyUD4Lz6cbcrxP1Z1bq0T2k""",F0PhrUhLoRE,3220,36,2,0,0
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/B-3ImdJyRyo-ZUhspCNB_R7awgM""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/9XfWAVGdh5W1kG9D5jPUfFb0x9s""",eA4aXa8T_zs,7947,9,1,0,1
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/Zn87IOz_I9i3ycNQpBtm7QIUoRo""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/LGD398i-W6ushUckcIfldR-DleE""",2x4jbN6_q5Q,67574,266,29,0,38
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/cNhijHz_m1FL9ZCSlZlxW2Vu7AI""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/wkB5pG0bOC8wMrb0Xf_IldSkovY""",iJfbRLIBAg4,11525,13,0,0,2
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/s0AnXi3_86-53JmA87FGi2Cy76w""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/xCTddsWmePmYXaL6LI9ZYDfCkSs""",IeOLPA-M-zE,110206,66,4,0,14
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/Cb4h8mN4A5VqgOpULpcI0DldDL4""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/fvUhr7XdKNGUAJhndlFp8sYtLYM""",tD3sXvHDK5U,6995,33,2,0,6
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/pHzWGv1Al1s5KP8TVXDOBME0P_Y""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/55gdxVUuFVmB5jDaUT2Zz81GiSM""",njOVkEhorRg,5517,96,7,0,27
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/yomCcQjpmhT5rYklZwqOTjbFEnU""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/yapqBBPm0-preNEKZDx0WbWwPhM""",5veIlFgugAI,27907,60,7,0,4
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/eiN2utaLmdDWwGVkQMwX9MkinuE""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/eyfWI4dhbn3CL_WZK9sFX9zvUCY""",ikHA3QNzbkg,1891,12,1,0,3
youtube#videoListResponse,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/0H6M85qw9qEyMfBTeilZOuxrJNs""",1,1,youtube#video,"""ld9biNPKjAjgjV7EZ4EKeEGrhao/XKte7t5AsQYmwczT2TMlQ8KeulU""",eoSNoqqf8LE,1782,28,15,0,17
